# session: ff_fuel, 2026-09-17T14:49:11+03:00
# ecu: 03H906032 / 1037382557
# dump_sha256: b15590d3f1874ace3125c5d047c09a686db9b8bb498187663539ebab205609b3
# transport: KWP2000 0x2C/0x21 over TP2.0
# source_file: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/logging/sessions/ff_fuel.json
# simulated: true
# simulated_by: logging/ecu_sim.py -- NOT a recording of an ECU
# sim_patch: /Users/carlo/ecu_azx/.claude/worktrees/agent-a018e0e0ede90c99f/patches/ff_fuel
# sim_time_scale: 1
time_s,var,value,unit
3.1072,ff_rk_calls,178,count
3.1072,ff_e_persist,0,%
3.1072,ff_persist_state,0,-
3.1072,ff_persist_err,2,-
3.1072,ff_diag_e_pct,0,%
3.1072,ff_diag_f_pct,100,%
3.1072,ff_diag_t_degc,-40,degC
3.1072,ff_persist_wait,56.88,s
3.1072,ff_persist_writes,0,count
3.1072,ff_persist_fails,0,count
3.1072,eep_blk8_mirror_b0,0,%
3.1072,eep_blk8_mirror_b14,0,-
3.1072,eep_blk8_mirror_b29,0,-
3.1072,eep_blk8_mirror_csum,0,-
3.1072,nvm_queue_state,0,-
3.1072,raster_setA_10ms_count,311,count
3.1072,raster_setB_10ms_count,0,count
3.1072,raster_setB_1ms_count,0,count
3.1072,rk_fuel_mass,1483,-
3.1072,ti_sum,157286,ms
3.1072,dwi_inj_angle,7.5,degCA
3.1072,zwist_display_b1,15,degCA
3.1072,dwkrz_0,0,degCA
3.1072,dwkrz_1,0,degCA
3.1072,dwkrz_2,0,degCA
3.1072,dwkrz_3,0,degCA
3.1072,dwkrz_4,0,degCA
3.1072,dwkrz_5,0,degCA
3.1072,wkrm,0,degCA
3.1072,zw_low_octane_latch,0,-
3.1072,rl_w,40.4541,%
3.1072,prist_w,60,bar
3.1072,nmot_w,1486.25,rpm
3.1072,rl_for_fuel,40.4541,%
3.1072,tmot,21.75,degC
3.1072,can_rx_spare0_b0,0,%
3.1072,can_rx_spare0_ctr,0,-
3.4405,ff_magic,1179004977,-
3.4405,ff_length,64,B
3.4405,ff_csum,65089,-
3.4405,ff_e_filt,0,%
3.4405,ff_f_q10,1,-
3.4405,ff_mode,3,-
3.4405,ff_status,255,-
3.4405,ff_e_raw,0,%
3.4405,ff_t_fuel,-40,degC
3.4405,ff_frame_ctr,0,-
3.4405,ff_fw_ver,0,-
3.4405,ff_cal_mode,1,-
3.4405,ff_cal_ok,1,-
3.4405,ff_age_ticks,3.45,s
3.4405,ff_hold_ticks,0,s
3.4405,ff_frames,0,count
3.4405,ff_faults,0,count
3.4405,ff_stall,0,count
3.4405,ff_src_owner,1,-
3.4405,ff_src_seen,1,-
3.4405,ff_src_foreign,0,count
3.4405,ff_ticks,345,count
3.4405,ff_e_key,0,%
3.4405,ff_e_frac,0,-
3.4405,ff_frame_bad,0,-
3.4405,ff_dzw_e,0,degCA
3.4405,ff_fzw_q8,0,-
3.4405,ff_rk_calls,203,count
3.4405,ff_e_persist,0,%
3.4405,ff_persist_state,0,-
3.4405,ff_persist_err,2,-
3.4405,ff_diag_e_pct,0,%
3.4405,ff_diag_f_pct,100,%
3.4405,ff_diag_t_degc,-40,degC
3.4405,ff_persist_wait,56.55,s
3.4405,ff_persist_writes,0,count
3.4405,ff_persist_fails,0,count
3.4405,eep_blk8_mirror_b0,0,%
